59.9295,30.346,-3,767,0,4,157.5,1
59.9162,32.3469,-4,767,0,2,157.5,1
59.6395,33.5311,-6,758,0,2,135,1
59.1381,37.8819,-12,759,0,1,157.5,1
59.2009,39.883,-14,760,0,1,202.5,1
57.7714,40.9222,-12,760,0,2,225,1
57.6185,39.8917,-12,760,0,2,225,1
56.9402,41.0288,-11,762,0,2,202.5,1
55.1391,40.4443,-11,762,0,2,202.5,1
56.3135,43.9599,-13,765,0,4,270,1
55.7515,37.6218,-3,754,0,3,157.5,1
54.7942,32.026,1,750,0,2,202.5,1
55.1776,30.2229,2,755,0,2,225,1
53.9043,27.5595,3,753,0,3,270,1
52.5022,13.3814,12,769,0,7,247.5,1
50.07,30,-1.7359566326639,756.29703893116,1.7910233530983,-139.45032527392,0
50.07,30.07,-1.7700010957434,756.30466063488,1.7891575232192,-139.85837246488,0
50.07,30.14,-1.8043773543312,756.3124697204,1.7873818619103,-140.26447574413,0
50.07,30.21,-1.8390822846902,756.32047269665,1.785694670299,-140.66830764774,0
50.07,30.28,-1.8741139447088,756.32867739402,1.7840939979534,-141.06956258156,0
50.07,30.35,-1.9094715231589,756.33709287683,1.7825776712901,-141.46795678604,0
50.07,30.42,-1.9451552827551,756.34572934933,1.781143321698,-141.86322816127,0
50.07,30.49,-1.981166497724,756.35459805577,1.7797884131105,-142.25513596547,0
50.07,30.56,-2.0175073865586,756.36371117535,1.7785102687942,-142.64346039994,0
50.07,30.63,-2.0541810405971,756.37308171267,1.777306097163,-143.02800209379,0
50.07,30.7,-2.0911913490262,756.3827233845,1.77617301646,-143.40858150132,0
50.07,30.77,-2.128542920867,756.39265050342,1.7751080781843,-143.78503822464,0
50.07,30.84,-2.166241004466,756.40287785915,1.7741082891703,-144.15723027358,0
50.07,30.91,-2.2042914049751,756.41342059825,1.7731706322545,-144.52503327396,0
50.07,30.98,-2.2427004002723,756.42429410275,1.77229208549,-144.88833963492,0
50.07,31.05,-2.2814746557482,756.43551386865,1.7714696398907,-145.24705768479,0
50.07,31.12,-2.3206211383554,756.44709538472,1.7707003157022,-145.60111078434,0
50.07,31.19,-2.3601470303038,756.45905401248,1.7699811772162,-145.95043642521,0
50.07,31.26,-2.400059642768,756.47140486802,1.7693093461534,-146.29498532058,0
50.07,31.33,-2.4403663299629,756.48416270619,1.7686820136522,-146.63472049429,0
50.07,31.4,-2.4810744039424,756.49734180808,1.768096450905,-146.9696163737,0
50.07,31.47,-2.5221910504698,756.51095587231,1.7675500184929,-147.29965789106,0
50.07,31.54,-2.5637232463131,756.52501791074,1.76704017447,-147.62483959745,0
50.07,31.61,-2.6056776783192,756.53954014942,1.7665644812515,-147.94516479255,0
50.07,31.68,-2.6480606646276,756.55453393521,1.7661206113626,-148.26064467344,0
50.07,31.75,-2.6908780783851,756.57000964868,1.7657063521029,-148.57129750462,0
50.07,31.82,-2.7341352743282,756.58597662396,1.7653196091825,-148.87714781158,0
50.07,31.89,-2.7778370186009,756.60244307587,1.7649584093836,-149.17822559958,0
50.07,31.96,-2.8219874221741,756.61941603489,1.7646209023026,-149.47456559914,0
50.07,32.03,-2.8665898782263,756.63690129029,1.7643053612236,-149.76620653965,0
50.07,32.1,-2.9116470038404,756.65490334185,1.7640101831749,-150.053190452,0
50.07,32.17,-2.957160586354,756.67342536037,1.7637338882201,-150.33556200143,0
50.07,32.24,-3.0031315346856,756.69246915715,1.7634751180309,-150.61336785118,0
50.07,32.31,-3.0495598359358,756.71203516266,1.7632326337914,-150.88665605794,0
50.07,32.38,-3.0964445175346,756.73212241437,1.7630053134821,-151.15547549941,0
50.07,32.45,-3.143783615174,756.75272855379,1.7627921485899,-151.41987533476,0
50.07,32.52,-3.1915741467299,756.77384983254,1.7625922402932,-151.67990449837,0
50.07,32.59,-3.239812092335,756.7954811274,1.7624047951672,-151.93561122705,0
50.07,32.66,-3.2884923807215,756.81761596398,1.7622291204588,-152.18704262129,0
50.07,32.73,-3.3376088819082,756.84024654873,1.7620646189769,-152.43424424041,0
50.07,32.8,-3.3871544062545,756.86336380897,1.7619107836459,-152.67725973192,0
50.07,32.87,-3.4371207098569,756.88695744048,1.7617671917693,-152.91613049483,0
50.07,32.94,-3.4874985062137,756.91101596201,1.7616334990517,-153.15089537686,0
50.07,33.01,-3.5382774840314,756.93552677645,1.7615094334237,-153.38159040523,0
50.07,33.08,-3.5894463310013,756.96047623776,1.7613947887188,-153.60824855057,0
50.07,33.15,-3.6409927633248,756.98584972332,1.7612894182458,-153.8308995234,0
50.07,33.22,-3.6929035607222,757.01163171074,1.7611932283043,-154.04956960257,0
50.07,33.29,-3.7451646066218,757.03780585884,1.7611061716837,-154.2642814947,0
50.07,33.36,-3.7977609331821,757.0643550917,1.761028241192,-154.47505422388,0
50.07,33.43,-3.8506767707724,757.09126168541,1.7609594632531,-154.68190305039,0
50.07,33.5,-3.9038956015048,757.11850735672,1.7608998916132,-154.88483941745,0
50.07,33.57,-3.9574002163848,757.14607335277,1.7608496011933,-155.08387092463,0
50.07,33.64,-4.0111727756324,757.1739405415,1.7608086821227,-155.27900132669,0
50.07,33.71,-4.0651948717039,757.20208950185,1.7607772339884,-155.47023055636,0
